,tournament_index,round,players,result
12337,468,Quarter-finals,"[7] Nadine Shahin (EGY) bt [2] Liu Tsz-Ling (HKG)
							[h2h]","11-6, 6-11, 12-10, 11-6"
12338,468,1st round,"[1] Delia Arnold (MAS) bt Pushppa Devi (MAS)
							[h2h]","11-5, 11-3, 11-3"
12339,468,1st round,"[6] Song Sun-Mi (KOR) bt Noor Shadira (MAS)
							[h2h]","11-4, 11-3, 11-4"
12340,468,1st round,"[4] Zulhijjah Binti Azan (MAS) bt Belen Etchechoury (ARG)
							[h2h]","11-5, 11-8, 11-7"
12341,468,1st round,"[5] Habiba Mohamed (EGY) bt Serene Chee (MAS)
							[h2h]","11-5, 11-4, 11-2"
12342,468,1st round,"Milnay Louw (RSA) bt [8] Ahn Eun Tschan (KOR)
							[h2h]","11-3, 3-11, 11-6, 11-4"
12343,468,1st round,"[3] Tong Tsz-Wing (HKG) bt Aika Azman (MAS)
							[h2h]","11-8, 11-4, 11-4"
12344,468,1st round,"[7] Nadine Shahin (EGY) bt Alexandra Fuller (RSA)
							[h2h]","11-8, 11-9, 12-10"
12345,468,1st round,"[2] Liu Tsz-Ling (HKG) bt Eloise O'Connor (AUS)
							[h2h]","11-2, 11-5, 11-8"
12346,469,Final,"[2] Lisa Camilleri (AUS) bt [1] Milou van der Heijden (NED)
							[h2h]","10-12, 11-13, 11-8, 11-8, 11-6 (56m)"
12347,469,Semi-finals,"[1] Milou van der Heijden (NED) bt [7] Tamika Saxby (AUS)
							[h2h]","9-11, 11-6, 9-11, 11-8, 11-2 (51m)"
12348,469,Semi-finals,"[2] Lisa Camilleri (AUS) bt [14] Ahn Eun Tschan (KOR)
							[h2h]","12-10, 8-11, 11-5, 11-5 (47m)"
12349,469,Quarter-finals,"[1] Milou van der Heijden (NED) bt [5] Cheyna Tucker (RSA)
							[h2h]","11-13, 11-5, 11-5, 7-11, 12-10 (49m)"
12350,469,Quarter-finals,"[7] Tamika Saxby (AUS) bt [3] Christine Nunn (AUS)
							[h2h]","11-3, 8-11, 11-6, 8-11, 11-5 (46m)"
12351,469,Quarter-finals,"[14] Ahn Eun Tschan (KOR) bt [6] Kim Ga-Hye (KOR)
							[h2h]","11-9, 11-4, 11-5 (34m)"
12352,469,Quarter-finals,"[2] Lisa Camilleri (AUS) bt [8] Hollie Naughton (CAN)
							[h2h]","11-6, 11-6, 11-7 (28m)"
12353,469,2nd round,"[1] Milou van der Heijden (NED) bt [12] Selena Shaikh (AUS)
							[h2h]","8-11, 11-5, 11-5, 11-4 (31m)"
12354,469,2nd round,"[5] Cheyna Tucker (RSA) bt [11] Belen Etchechoury (ARG)
							[h2h]","11-5, 11-5, 11-6 (23m)"
12355,469,2nd round,"[3] Christine Nunn (AUS) bt [9] Jessica Turnbull (AUS)
							[h2h]","11-6, 11-6, 11-3 (23m)"
12356,469,2nd round,"[7] Tamika Saxby (AUS) bt [13] Lakeesha Rarere (AUS)
							[h2h]","11-6, 11-2, 11-4 (21m)"
12357,469,2nd round,"[6] Kim Ga-Hye (KOR) bt [15] Nikki Todd (CAN)
							[h2h]","6-11, 11-9, 11-4, 11-9 (40m)"
12358,469,2nd round,"[14] Ahn Eun Tschan (KOR) bt [4] Sarah Cardwell (AUS)
							[h2h]","11-7, 11-8, 11-6 (27m)"
12359,469,2nd round,"[8] Hollie Naughton (CAN) bt [10] Natalie Newton (AUS)
							[h2h]","11-4, 12-10, 9-11, 11-6 (39m)"
12360,469,2nd round,"[2] Lisa Camilleri (AUS) bt [16] Leonie Holt (ENG)
							[h2h]","11-1, 11-9, 8-11, 11-7 (38m)"
12361,469,1st round,"[15] Nikki Todd (CAN) bt Janelle Scobie (AUS)
							[h2h]","11-2, 11-5, 11-5 (19m)"
12362,469,1st round,"[14] Ahn Eun Tschan (KOR) bt Melissa Bonello (AUS)
							[h2h]","11-3, 11-4, 11-4 (26m)"
12363,469,1st round,"[16] Leonie Holt (ENG) bt Rebecca Baum (AUS)
							[h2h]","11-6, 11-6, 11-6 (19m)"
12364,470,Final,"[2] Lisa Camilleri (AUS) bt [13] Milnay Louw (RSA)
							[h2h]","11-8, 11-5, 11-4 (24m)"
12365,470,Semi-finals,"[2] Lisa Camilleri (AUS) bt [7] Kim Ga-Hye (KOR)
							[h2h]","11-3, 11-5, 11-7 (32m)"
12366,470,Semi-finals,"[13] Milnay Louw (RSA) bt [8] Tamika Saxby (AUS)
							[h2h]","11-8, 7-11, 9-11, 11-9, 11-3 (54m)"
12367,470,Quarter-finals,"[2] Lisa Camilleri (AUS) bt [16] Ahn Eun Tschan (KOR)
							[h2h]","11-9, 11-4, 11-7 (28m)"
12368,470,Quarter-finals,"[7] Kim Ga-Hye (KOR) bt [4] Christine Nunn (AUS)
							[h2h]","7-11, 11-5, 12-14, 11-9, 11-2 (60m)"
12369,470,Quarter-finals,"[13] Milnay Louw (RSA) bt [5] Cheyna Tucker (RSA)
							[h2h]","11-8, 11-8, 12-10 (32m)"
12370,470,Quarter-finals,"[8] Tamika Saxby (AUS) bt [1] Milou van der Heijden (NED)
							[h2h]","12-10, 8-11, 11-7, 12-14, 11-8 (59m)"
12371,470,2nd round,"[2] Lisa Camilleri (AUS) bt Melissa Martin (AUS)
							[h2h]","11-7, 11-5, 11-3 (28m)"
12372,470,2nd round,"[16] Ahn Eun Tschan (KOR) bt [6] Antonella Falcione (ARG)
							[h2h]","7-11, 11-4, 11-7, 11-3 (43m)"
12373,470,2nd round,"[4] Christine Nunn (AUS) bt [14] Belen Etchechoury (ARG)
							[h2h]","11-3, 11-7, 11-2 (27m)"
12374,470,2nd round,"[7] Kim Ga-Hye (KOR) bt [9] Hollie Naughton (CAN)
							[h2h]","13-11, 4-11, 11-5, 11-7 (43m)"
12375,470,2nd round,"[5] Cheyna Tucker (RSA) bt Nikki Todd (CAN)
							[h2h]","11-7, 11-4, 11-7 (27m)"
12376,470,2nd round,"[13] Milnay Louw (RSA) bt [3] Zulhijjah Binti Azan (MAS)
							[h2h]","11-9, 11-5, 11-6 (42m)"
12377,470,2nd round,"[8] Tamika Saxby (AUS) bt [10] Cecelia Cortes (USA)
							[h2h]","11-5, 11-5, 9-11, 9-11, 11-3 (59m)"
12378,470,2nd round,"[1] Milou van der Heijden (NED) bt [12] Natalie Newton (AUS)
							[h2h]","11-3, 11-3, 14-12 (22m)"
12379,470,1st round,[2] Lisa Camilleri (AUS),bye
12380,470,1st round,"Melissa Martin (AUS) bt [15] Lakeesha Rarere (AUS)
							[h2h]","6-11, 11-6, 11-2, 12-10 (32m)"
12381,470,1st round,"[16] Ahn Eun Tschan (KOR) bt Nicole Stoneham (AUS)
							[h2h]","11-5, 11-6, 11-3 (28m)"
12382,470,1st round,[6] Antonella Falcione (ARG),bye
12383,470,1st round,[4] Christine Nunn (AUS),bye
12384,470,1st round,"[14] Belen Etchechoury (ARG) bt Moana Gray (AUS)
							[h2h]","9-11, 11-4, 6-11, 11-2, 11-8 (48m)"
12385,470,1st round,"[9] Hollie Naughton (CAN) bt Samantha Calvert (AUS)
							[h2h]","11-5, 11-4, 11-3 (27m)"
12386,470,1st round,"[7] Kim Ga-Hye (KOR) bt Leonie Holt (ENG)
							[h2h]","11-9, 7-11, 15-13, 11-5 (46m)"
12387,470,1st round,[5] Cheyna Tucker (RSA),bye
12388,470,1st round,"Nikki Todd (CAN) bt [11] Jessica Turnbull (AUS)
							[h2h]","11-5, 12-10, 9-11, 11-4 (38m)"
12389,470,1st round,"[13] Milnay Louw (RSA) bt Aimee Slatter (AUS)
							[h2h]","11-1, 11-7, 11-1 (23m)"
12390,470,1st round,[3] Zulhijjah Binti Azan (MAS),bye
12391,470,1st round,"[8] Tamika Saxby (AUS) bt Iritana Gray (AUS)
							[h2h]","11-1, 11-2, 11-1 (19m)"
12392,470,1st round,"[10] Cecelia Cortes (USA) bt Heather Pilley (AUS)
							[h2h]","11-9, 11-5, 11-7 (31m)"
12393,470,1st round,"[12] Natalie Newton (AUS) bt Eloise O'Connor (AUS)
							[h2h]","11-5, 11-5, 11-7 (29m)"
12394,470,1st round,[1] Milou van der Heijden (NED),bye
12395,471,Final,"[3] Camille Serme (FRA) bt [1] Laura Massaro (ENG)
							[h2h]","11-7, 17-15, 9-11, 11-8 (84m)"
12396,471,Semi-finals,"[1] Laura Massaro (ENG) bt [Q] Nouran Gohar (EGY)
							[h2h]","11-4, 11-9, 11-7 (33m)"
12397,471,Semi-finals,"[3] Camille Serme (FRA) bt [2] Natalie Grinham (NED)
							[h2h]","11-7, 11-5, 11-3 (33m)"
12398,471,Quarter-finals,"[1] Laura Massaro (ENG) bt [8] Heba El Torky (EGY)
							[h2h]","12-14, 13-11, 11-2, 11-7 (45m)"
12399,471,Quarter-finals,"[Q] Nouran Gohar (EGY) bt [5] Nicolette Fernandes (GUY)
							[h2h]","11-7, 8-11, 11-6, 9-11, 11-9 (78m)"
12400,471,Quarter-finals,"[3] Camille Serme (FRA) bt [7] Latasha Khan (USA)
							[h2h]","11-5, 11-6, 11-2 (28m)"
12401,471,Quarter-finals,"[2] Natalie Grinham (NED) bt [6] Aisling Blake (IRL)
							[h2h]","11-8, 11-5, 11-5 (30m)"
12402,471,1st round,"[1] Laura Massaro (ENG) bt Kylie Lindsay (NZL)
							[h2h]","11-1, 11-4, 11-4 (16m)"
12403,471,1st round,"[8] Heba El Torky (EGY) bt [Q] Laura Pomportes (FRA)
							[h2h]","11-7, 11-3, 11-6 (22m)"
12404,471,1st round,"[Q] Nouran Gohar (EGY) bt [4] Line Hansen (DEN)
							[h2h]","12-14, 11-7, 11-1, 11-7"
12405,471,1st round,"[5] Nicolette Fernandes (GUY) bt [Q] Salma Hany (EGY)
							[h2h]","11-6, 11-7, 11-7 (34m)"
12406,471,1st round,"[7] Latasha Khan (USA) bt [Q] Maud Duplomb (FRA)
							[h2h]","11-1, 11-5, 14-12 (29m)"
12407,471,1st round,"[3] Camille Serme (FRA) bt Victoria Lust (ENG)
							[h2h]","11-5, 11-8, 11-2 (33m)"
12408,471,1st round,"[6] Aisling Blake (IRL) bt Coline Aumard (FRA)
							[h2h]","11-5, 2-11, 11-5, 11-2 (43m)"
12409,471,1st round,"[2] Natalie Grinham (NED) bt Lucie Fialova (CZE)
							[h2h]","11-6, 11-3, 11-4 (21m)"
12410,471,Qualifying finals,"Salma Hany (EGY) bt Carrie Ramsey (ENG)
							[h2h]","11-5, 10-12, 11-6, 12-10"
12411,471,Qualifying finals,"Nouran Gohar (EGY) bt Salma Nassar (EGY)
							[h2h]","11-3, 11-5, 11-4"
12412,471,Qualifying finals,"Maud Duplomb (FRA) bt Birgit Coufal (AUT)
							[h2h]","11-9, 12-10, 14-12"
12413,471,Qualifying finals,"Laura Pomportes (FRA) bt Olga Ertlova (CZE)
							[h2h]","12-10, 11-3, 11-8"
12414,471,1st qualifying round,Salma Hany (EGY),bye
12415,471,1st qualifying round,Carrie Ramsey (ENG),bye
12416,471,1st qualifying round,Nouran Gohar (EGY),bye
12417,471,1st qualifying round,"Salma Nassar (EGY) bt Julia Le Coq (FRA)
							[h2h]","11-6, 11-5, 11-3"
12418,471,1st qualifying round,"Maud Duplomb (FRA) bt Cyrielle Peltier (FRA)
							[h2h]","11-8, 11-8, 8-11, 16-14"
12419,471,1st qualifying round,Birgit Coufal (AUT),bye
12420,471,1st qualifying round,"Laura Pomportes (FRA) bt Chloe Mesic (FRA)
							[h2h]","11-7, 11-7, 11-5"
12421,471,1st qualifying round,Olga Ertlova (CZE),bye
12422,472,Final,"[1] Nicol David (MAS) bt [2] Raneem El Welily (EGY)
							[h2h]","8-11, 6-11, 11-7, 11-7, 11-8 (45m)"
12423,472,Semi-finals,"[1] Nicol David (MAS) bt [8] Natalie Grinham (NED)
							[h2h]","13-11, 12-10, 11-6 (30m)"
12424,472,Semi-finals,"[2] Raneem El Welily (EGY) bt [4] Joelle King (NZL)
							[h2h]","11-5, 9-11, 11-3, 11-6 (32m)"
12425,472,Quarter-finals,"[1] Nicol David (MAS) bt [Q] Dipika Pallikal (IND)
							[h2h]","11-6, 9-11, 11-6, 11-6 (37m)"
12426,472,Quarter-finals,"[8] Natalie Grinham (NED) bt [3] Alison Waters (ENG)
							[h2h]","5-11, 8-11, 19-17, 11-7, 11-3 (62m)"
12427,472,Quarter-finals,"[4] Joelle King (NZL) bt [6] Jenny Duncalf (ENG)
							[h2h]","7-11, 11-4, 11-2, 11-7 (31m)"
12428,472,Quarter-finals,"[2] Raneem El Welily (EGY) bt [5] Low Wee Wern (MAS)
							[h2h]","11-4, 11-3, 10-12, 11-3 (25m)"
12429,472,1st round,"[1] Nicol David (MAS) bt [WC] Li Dongjin (CHN)
							[h2h]","11-6, 11-4, 11-2 (22m)"
12430,472,1st round,"[Q] Dipika Pallikal (IND) bt [7] Madeline Perry (IRL)
							[h2h]","11-8, 11-7, 11-4 (38m)"
12431,472,1st round,"[3] Alison Waters (ENG) bt [Q] Nouran Gohar (EGY)
							[h2h]","11-6, 11-9, 11-5 (32m)"
12432,472,1st round,"[8] Natalie Grinham (NED) bt Omneya Abdel Kawy (EGY)
							[h2h]","9-11, 11-7, 11-6, 7-11, 11-6 (57m)"
12433,472,1st round,"[6] Jenny Duncalf (ENG) bt Kasey Brown (AUS)
							[h2h]","11-5, 11-5, 5-11, 11-4 (38m)"
12434,472,1st round,"[4] Joelle King (NZL) bt Annie Au (HKG)
							[h2h]","2-11, 11-3, 11-5, 11-3 (35m)"
12435,472,1st round,"[5] Low Wee Wern (MAS) bt [Q] Rachael Grinham (AUS)
							[h2h]","11-4, 7-11, 11-9, 7-11, 11-5 (60m)"
12436,472,1st round,"[2] Raneem El Welily (EGY) bt [Q] Donna Urquhart (AUS)
							[h2h]","8-11, 11-4, 11-9, 11-9 (33m)"
12437,472,Qualifying finals,"Dipika Pallikal (IND) bt Misaki Kobayashi (JPN)
							[h2h]","11-4, 11-3, 11-8 (31m)"
12438,472,Qualifying finals,"Nouran Gohar (EGY) bt Nicolette Fernandes (GUY)
							[h2h]","7-11, 11-5, 11-8, 11-4 (62m)"
12439,472,Qualifying finals,"Donna Urquhart (AUS) bt Aisling Blake (IRL)
							[h2h]","11-5, 6-11, 11-8, 11-7 (45m)"
12440,472,Qualifying finals,"Rachael Grinham (AUS) bt Delia Arnold (MAS)
							[h2h]","11-3, 6-11, 11-9, 11-3 (47m)"
12441,472,1st qualifying round,"Dipika Pallikal (IND) bt Jessica Turnbull (AUS)
							[h2h]","11-0, 11-6, 11-4 (20m)"
12442,472,1st qualifying round,"Misaki Kobayashi (JPN) bt Tong Tsz-Wing (HKG)
							[h2h]","9-11, 11-5, 11-7, 6-11, 11-6 (51m)"
12443,472,1st qualifying round,"Nouran Gohar (EGY) bt Joey Chan (HKG)
							[h2h]","11-5, 11-7, 11-6 (31m)"
12444,472,1st qualifying round,"Nicolette Fernandes (GUY) bt Xiu Chen (CHN)
							[h2h]","11-3, 11-2, 11-6 (18m)"
12445,472,1st qualifying round,"Aisling Blake (IRL) bt Liu Tsz-Ling (HKG)
							[h2h]","10-12, 11-7, 11-8, 11-2 (42m)"
12446,472,1st qualifying round,"Donna Urquhart (AUS) bt Melody Francis (AUS)
							[h2h]","11-9, 11-9, 11-8 (27m)"
12447,472,1st qualifying round,"Delia Arnold (MAS) bt Gu Jinyue (CHN)
							[h2h]","11-6, 11-6, 11-6 (32m)"
12448,472,1st qualifying round,"Rachael Grinham (AUS) bt Deon Saffery (WAL)
							[h2h]","11-6, 11-7, 11-9 (27m)"
12449,473,Final,"[2] Lisa Camilleri (AUS) bt [1] Milou van der Heijden (NED)
							[h2h]","11-6, 11-3, 11-9 (30m)"
12450,473,Semi-finals,"[1] Milou van der Heijden (NED) bt [13] Milnay Louw (RSA)
							[h2h]","8-11, 11-6, 11-7, 11-4 (34m)"
12451,473,Semi-finals,"[2] Lisa Camilleri (AUS) bt [8] Tamika Saxby (AUS)
							[h2h]","12-10, 11-3, 7-11, 11-5 (41m)"
12452,473,Quarter-finals,"[1] Milou van der Heijden (NED) bt Nikki Todd (CAN)
							[h2h]","17-15, 11-7, 11-7 (35m)"
12453,473,Quarter-finals,"[13] Milnay Louw (RSA) bt [4] Christine Nunn (AUS)
							[h2h]","11-6, 13-11, 10-12, 7-11, 11-6 (58m)"
12454,473,Quarter-finals,"[8] Tamika Saxby (AUS) bt [3] Zulhijjah Binti Azan (MAS)
							[h2h]","13-11, 12-10, 11-5 (32m)"
12455,473,Quarter-finals,"[2] Lisa Camilleri (AUS) bt Ahn Eun Tschan (KOR)
							[h2h]","11-6, 11-4, 12-10 (29m)"
12456,473,2nd round,"[1] Milou van der Heijden (NED) bt Zoe Petrovansky (AUS)
							[h2h]","11-7, 11-7, 11-7 (20m)"
12457,473,2nd round,"Nikki Todd (CAN) bt [6] Antonella Falcione (ARG)
							[h2h]","9-11, 11-6, 8-11, 11-3, 12-10 (52m)"
12458,473,2nd round,"[4] Christine Nunn (AUS) bt [9] Hollie Naughton (CAN)
							[h2h]","7-11, 8-11, 11-7, 11-8, 11-7 (49m)"
12459,473,2nd round,"[13] Milnay Louw (RSA) bt [7] Kim Ga-Hye (KOR)
							[h2h]","11-3, 11-3, 11-5 (18m)"
12460,473,2nd round,"[8] Tamika Saxby (AUS) bt Leonie Holt (ENG)
							[h2h]","11-7, 11-5, 7-11, 11-7 (44m)"
12461,473,2nd round,"[3] Zulhijjah Binti Azan (MAS) bt [10] Cecelia Cortes (USA)
							[h2h]","11-4, 9-11, 11-5, 5-11, 11-5 (49m)"
12462,473,2nd round,"Ahn Eun Tschan (KOR) bt [5] Cheyna Tucker (RSA)
							[h2h]","11-8, 10-12, 11-8, 11-4 (38m)"
12463,473,2nd round,"[2] Lisa Camilleri (AUS) bt [14] Belen Etchechoury (ARG)
							[h2h]","11-4, 11-3, 11-5 (29m)"
12464,473,1st round,[1] Milou van der Heijden (NED),bye
12465,473,1st round,"Zoe Petrovansky (AUS) bt [15] Selena Shaikh (AUS)
							[h2h]","11-6, 11-3, 12-14, 11-6 (38m)"
12466,473,1st round,"Nikki Todd (CAN) bt [11] Natalie Newton (AUS)
							[h2h]","11-8, 11-6, 11-2 (32m)"
12467,473,1st round,"[6] Antonella Falcione (ARG) bt Samantha Calvert (AUS)
							[h2h]","11-3, 11-0, 11-4 (21m)"
12468,473,1st round,"[4] Christine Nunn (AUS) bt Kelly Fraser (AUS)
							[h2h]","11-3, 11-3, 11-2 (21m)"
12469,473,1st round,"[9] Hollie Naughton (CAN) bt Eloise O'Connor (AUS)
							[h2h]","11-7, 11-6, 11-8 (24m)"
12470,473,1st round,"[13] Milnay Louw (RSA) bt Iritana Gray (AUS)
							[h2h]","11-0, 11-3, 11-2 (23m)"
12471,473,1st round,"[7] Kim Ga-Hye (KOR) bt Rachael Gibson (AUS)
							[h2h]","11-1, 11-4, 11-4 (23m)"
12472,473,1st round,"[8] Tamika Saxby (AUS) bt Aimee Slatter (AUS)
							[h2h]","11-3, 11-3, 9-11, 11-4 (36m)"
12473,473,1st round,"Leonie Holt (ENG) bt [12] Taylor Flavell (AUS)
							[h2h]","11-3, 11-3, 11-9 (26m)"
12474,473,1st round,"[10] Cecelia Cortes (USA) bt Moana Gray (AUS)
							[h2h]","11-6, 11-4, 11-1 (16m)"
12475,473,1st round,"[3] Zulhijjah Binti Azan (MAS) bt Heather Pilley (AUS)
							[h2h]","11-2, 11-5, 11-4 (17m)"
12476,473,1st round,"[5] Cheyna Tucker (RSA) bt Nicole Stoneham (AUS)
							[h2h]","11-4, 11-9, 11-4 (24m)"
12477,473,1st round,"Ahn Eun Tschan (KOR) bt [16] Lakeesha Rarere (AUS)
							[h2h]","11-5, 11-5, 11-4 (26m)"
12478,473,1st round,"[14] Belen Etchechoury (ARG) bt Melissa Bonello (AUS)
							[h2h]","11-6, 11-4, 11-4 (24m)"
12479,473,1st round,[2] Lisa Camilleri (AUS),bye
12480,474,Final,"[3] Dipika Pallikal (IND) bt [4] Rachael Grinham (AUS)
							[h2h]","12-10, 5-11, 11-7, 11-9 (42m)"
12481,474,Semi-finals,"[3] Dipika Pallikal (IND) bt [1] Natalie Grinham (NED)
							[h2h]","11-9, 8-11, 8-11, 11-4, 11-9 (68m)"
12482,474,Semi-finals,"[4] Rachael Grinham (AUS) bt [5] Joey Chan (HKG)
							[h2h]","11-6, 11-5, 11-6 (27m)"
12483,474,Quarter-finals,"[1] Natalie Grinham (NED) bt [6] Joshna Chinappa (IND)
							[h2h]","11-7, 13-11, 10-12, 11-9 (51m)"
12484,474,Quarter-finals,"[3] Dipika Pallikal (IND) bt [8] Delia Arnold (MAS)
							[h2h]","11-8, 11-7, 11-8 (45m)"
12485,474,Quarter-finals,"[4] Rachael Grinham (AUS) bt [7] Emma Beddoes (ENG)
							[h2h]","11-3, 7-11, 7-11, 11-9, 11-4 (57m)"
12486,474,Quarter-finals,"[5] Joey Chan (HKG) bt [2] Annie Au (HKG)
							[h2h]","11-8, 11-7, 9-11, 11-13, 11-9 (53m)"
12487,474,1st round,"[1] Natalie Grinham (NED) bt Heba El Torky (EGY)
							[h2h]","6-11, 11-7, 11-9, 11-1 (40m)"
12488,474,1st round,"[6] Joshna Chinappa (IND) bt Siyoli Waters (RSA)
							[h2h]","12-10, 11-3, 11-4 (34m)"
12489,474,1st round,"[3] Dipika Pallikal (IND) bt [Q] Salma Hany (EGY)
							[h2h]","11-5, 11-8, 14-16, 11-8 (47m)"
12490,474,1st round,"[8] Delia Arnold (MAS) bt [Q] Deon Saffery (WAL)
							[h2h]","12-14, 11-6, 11-7, 11-5 (54m)"
12491,474,1st round,"[7] Emma Beddoes (ENG) bt [WC] Liu Kwai Chi (MAC)
							[h2h]","11-1, 11-2, 11-2 (11m)"
12492,474,1st round,"[4] Rachael Grinham (AUS) bt Misaki Kobayashi (JPN)
							[h2h]","11-8, 6-11, 11-6, 11-9 (43m)"
12493,474,1st round,"[5] Joey Chan (HKG) bt [Q] Megan Craig (NZL)
							[h2h]","11-7, 11-7, 11-7 (28m)"
12494,474,1st round,"[2] Annie Au (HKG) bt [Q] Farah Abdel Meguid (EGY)
							[h2h]","11-5, 9-11, 9-11, 11-3, 11-7 (53m)"
12495,474,Qualifying finals,"Salma Hany (EGY) bt Liu Tsz-Ling (HKG)
							[h2h]","11-7, 11-8, 11-7"
12496,474,Qualifying finals,"Farah Abdel Meguid (EGY) bt Tong Tsz-Wing (HKG)
							[h2h]","12-10, 11-8, 2-11, 11-3"
12497,474,Qualifying finals,"Deon Saffery (WAL) bt Carmen Lee (HKG)
							[h2h]","11-4, 11-6, 11-9"
12498,474,Qualifying finals,"Megan Craig (NZL) bt Lisa Camilleri (AUS)
							[h2h]","11-3, 9-11, 11-5, 8-11, 11-8"
12499,474,1st qualifying round,Liu Tsz-Ling (HKG),bye
12500,474,1st qualifying round,"Salma Hany (EGY) bt Cecelia Cortes (USA)
							[h2h]","11-2, 11-7, 11-3"
12501,474,1st qualifying round,"Tong Tsz-Wing (HKG) bt Lee Ka Yi (HKG)
							[h2h]","11-7, 11-7, 6-11, 11-2"
12502,474,1st qualifying round,"Farah Abdel Meguid (EGY) bt Nouran Gohar (EGY)
							[h2h]","11-8, 2-11, 11-8, 2-11, 11-8"
12503,474,1st qualifying round,"Carmen Lee (HKG) bt Karman Siu (HKG)
							[h2h]","11-9, 11-9, 11-8"
12504,474,1st qualifying round,"Deon Saffery (WAL) bt Vanessa Chu (HKG)
							[h2h]","11-13, 11-4, 11-6, 11-1"
12505,474,1st qualifying round,"Lisa Camilleri (AUS) bt Ho Ka Po (HKG)
							[h2h]","11-5, 8-11, 12-10, 11-8"
12506,474,1st qualifying round,Megan Craig (NZL),bye
12507,475,Final,"[1] Nicol David (MAS) bt [2] Laura Massaro (ENG)
							[h2h]","13-11, 11-13, 7-11, 11-8, 11-5 (84m)"
12508,475,Semi-finals,"[1] Nicol David (MAS) bt [5] Joelle King (NZL)
							[h2h]","14-12, 11-4, 11-6 (38m)"
12509,475,Semi-finals,"[2] Laura Massaro (ENG) bt [6] Low Wee Wern (MAS)
							[h2h]","11-6, 9-11, 11-6, 9-11, 11-7 (86m)"
12510,475,Quarter-finals,"[1] Nicol David (MAS) bt [8] Madeline Perry (IRL)
							[h2h]","11-6, 11-6, 11-4 (34m)"
12511,475,Quarter-finals,"[5] Joelle King (NZL) bt [4] Alison Waters (ENG)
							[h2h]","12-10, 11-2, 11-3 (37m)"
12512,475,Quarter-finals,"[6] Low Wee Wern (MAS) bt [3] Raneem El Welily (EGY)
							[h2h]","7-11, 11-8, 7-11, 11-9, 11-8 (66m)"
12513,475,Quarter-finals,"[2] Laura Massaro (ENG) bt [9] Kasey Brown (AUS)
							[h2h]","10-12, 11-4, 11-8, 11-5 (55m)"
12514,475,2nd round,"[1] Nicol David (MAS) bt [10] Camille Serme (FRA)
							[h2h]","11-9, 11-5, 11-4 (36m)"
12515,475,2nd round,"[8] Madeline Perry (IRL) bt [15] Line Hansen (DEN)
							[h2h]","6-11, 11-2, 11-3, 11-8 (41m)"
12516,475,2nd round,"[4] Alison Waters (ENG) bt [12] Donna Urquhart (AUS)
							[h2h]","8-11, 11-5, 11-6, 9-11, 12-10 (58m)"
12517,475,2nd round,"[5] Joelle King (NZL) bt [13] Sarah Kippax (ENG)
							[h2h]","11-9, 11-4, 11-7 (31m)"
12518,475,2nd round,"[6] Low Wee Wern (MAS) bt [16] Amanda Sobhy (USA)
							[h2h]","2-11, 11-6, 11-9, 11-5 (40m)"
12519,475,2nd round,"[3] Raneem El Welily (EGY) bt [11] Omneya Abdel Kawy (EGY)
							[h2h]","11-7, 5-11, 11-6, 8-11, 11-9 (50m)"
12520,475,2nd round,"[9] Kasey Brown (AUS) bt [7] Jenny Duncalf (ENG)
							[h2h]","11-4, 11-7, 12-10 (41m)"
12521,475,2nd round,"[2] Laura Massaro (ENG) bt [14] Nour El Tayeb (EGY)
							[h2h]","6-11, 11-2, 11-9, 11-7 (44m)"
12522,475,1st round,"[1] Nicol David (MAS) bt [Q] Kylie Lindsay (NZL)
							[h2h]","11-5, 11-3, 11-7 (24m)"
12523,475,1st round,"[10] Camille Serme (FRA) bt Samantha Cornett (CAN)
							[h2h]","11-4, 11-6, 11-7 (31m)"
12524,475,1st round,"[15] Line Hansen (DEN) bt Emily Whitlock (ENG)
							[h2h]","8-11, 11-9, 11-8, 11-3 (41m)"
12525,475,1st round,"[8] Madeline Perry (IRL) bt [Q] Tesni Evans (WAL)
							[h2h]","11-6, 11-9, 7-11, 9-11, 11-5 (67m)"
12526,475,1st round,"[4] Alison Waters (ENG) bt Aisling Blake (IRL)
							[h2h]","11-7, 11-6, 11-3 (31m)"
12527,475,1st round,"[12] Donna Urquhart (AUS) bt [Q] Olivia Blatchford (USA)
							[h2h]","11-5, 11-8, 11-2 (25m)"
12528,475,1st round,"[13] Sarah Kippax (ENG) bt Latasha Khan (USA)
							[h2h]","11-7, 11-8, 12-10 (33m)"
12529,475,1st round,"[5] Joelle King (NZL) bt [Q] Nouran Gohar (EGY)
							[h2h]","11-9, 11-6, 10-12, 11-6 (50m)"
12530,475,1st round,"[6] Low Wee Wern (MAS) bt [Q] Sarah Cardwell (AUS)
							[h2h]","11-4, 11-4, 11-4 (30m)"
12531,475,1st round,"[16] Amanda Sobhy (USA) bt Nicolette Fernandes (GUY)
							[h2h]","10-12, 11-4, 11-1, 11-8 (47m)"
12532,475,1st round,"[11] Omneya Abdel Kawy (EGY) bt [Q] Kanzy El Defrawy (EGY)
							[h2h]","5-11, 11-6, 11-3, 7-11, 11-6 (61m)"
12533,475,1st round,"[3] Raneem El Welily (EGY) bt Samantha Teran (MEX)
							[h2h]","11-7, 11-4, 11-5 (25m)"
